% This is a dataset obtained from the YAHOO FINANCES. Here is the included description:
%
% The data provided are daily stock prices from 02/01/2015 through 30/12/2015, for BBDC4.SA.
%
% Source: collection of regression datasets by Jean Felipe Hartz (jeanrsbr@gmail.com) at
% http://real-chart.finance.yahoo.com 
% Characteristics: 255 cases, 35 continuous attributes

@relation stock

@attribute Bra_HighPrice numeric
@attribute Bra_ADMI_14 numeric
@attribute Bra_BIAS_14 numeric
@attribute Bra_ClosePrice numeric
@attribute Bra_LowPrice numeric
@attribute Bra_MA_05 numeric
@attribute Bra_MACD numeric
@attribute Bra_Momentum_14 numeric
@attribute Bra_OBV numeric
@attribute Bra_OpenPrice numeric
@attribute Bra_PROC_14 numeric
@attribute Bra_PVT numeric
@attribute Bra_RSI_14 numeric
@attribute Bra_SODI_14 numeric
@attribute Bra_SOKI_14 numeric
@attribute Bra_Volume numeric
@attribute Bra_WR_14 numeric
@attribute Est_ADMI_14 numeric
@attribute Est_BIAS_14 numeric
@attribute Est_ClosePrice numeric
@attribute Est_HighPrice numeric
@attribute Est_LowPrice numeric
@attribute Est_MA_05 numeric
@attribute Est_MACD numeric
@attribute Est_Momentum_14 numeric
@attribute Est_OBV numeric
@attribute Est_OpenPrice numeric
@attribute Est_PROC_14 numeric
@attribute Est_PVT numeric
@attribute Est_RSI_14 numeric
@attribute Est_SODI_14 numeric
@attribute Est_SOKI_14 numeric
@attribute Est_Volume numeric
@attribute Est_WR_14 numeric
@attribute Target numeric

@data
35.41,1.67,-0.16,35.3,34.7,35.07,0,0,47399400,35.15,2.92,631031.03,58.06,45.93,48.54,15099600,-51.46,1.57,2.29,13.62,13.62,13.16,13.37,0,0,31001200,13.33,6.24,1135000.47,61.56,72.69,80.12,17497100,-19.88,35.65
35.65,1.79,-2.07,34.56,34.3,35.02,-0.06,0,39869000,35.1,0.76,473169.96,51.87,39.76,30.49,7530400,-69.51,1.57,2.29,13.62,13.62,13.16,13.37,0,0,31001200,13.33,6.24,1135000.47,61.56,72.69,80.12,17497100,-19.88,35.25
35.25,1.91,-2.21,34.45,34.34,34.92,-0.11,0,33542000,35.2,0.44,453031.94,51.06,35.61,27.8,6327000,-72.2,1.57,-0.18,13.29,13.32,13.09,13.41,-0,0,25583800,13.2,3.67,1003741.88,56.2,64.66,60.24,5417400,-39.76,35.54
35.54,1.87,0.17,35.29,34.3,34.91,-0.09,0,43584300,34.97,2.89,697894.98,56.27,35.53,48.29,10042300,-51.71,1.81,2.67,13.7,13.76,13.23,13.5,0.03,0,33324000,13.3,6.86,1242529.09,60.48,75.1,84.94,7740200,-15.06,36.35
36.35,2.03,0.99,35.68,35.42,35.06,-0.04,1.38,53426100,35.7,4.02,806659.56,58.33,44.63,57.8,9841800,-42.2,2.25,4.35,13.97,14.21,13.73,13.55,0.08,0,42231300,13.92,8.97,1418074.41,62.86,77.56,87.5,8907300,-12.5,36.35
36.35,1.92,-0.09,35.37,34.78,35.07,-0.02,1.02,46160300,35.7,2.97,743531.82,55.97,47.9,37.61,7265800,-62.39,2.48,1.58,13.66,13.71,13.42,13.65,0.09,0.84,36166000,13.69,6.55,1283482.93,58.79,81.26,71.35,6065300,-28.65,35.97
35.97,1.82,1.42,35.94,34.85,35.35,0.05,0.46,54311900,34.85,1.3,874897.72,52.88,49.38,52.73,8151600,-47.27,2.79,2.41,13.86,13.9,13.46,13.7,0.12,1.21,43771100,13.53,9.57,1394831.39,62.58,78.81,77.56,7605100,-22.44,36.26
36.26,1.82,1.78,36,35,35.66,0.11,-0.89,65369100,35.42,-2.41,893357.15,43.29,48.34,54.66,11057200,-45.34,3.19,2.91,13.98,14.07,13.57,13.83,0.15,0.71,50143600,13.59,5.35,1450004.55,58.24,76.79,81.45,6372500,-18.55,36.45
36.45,1.93,0.02,35.25,35.15,35.65,0.08,-1.83,53818900,35.55,-4.94,652727.98,37.27,47.84,36.12,11550200,-63.88,3.46,-0.36,13.53,13.79,13.44,13.8,0.13,-0.09,42293900,13.76,-0.66,1197331.81,48.98,68.06,45.16,7849700,-54.84,35.93
35.93,2.12,-1.2,34.77,34.22,35.47,0.01,-0.7,42415800,35.6,-1.97,497451.73,44.22,38.48,24.66,11403100,-75.34,3.42,-1.54,13.34,13.52,13.06,13.67,0.1,-0.42,34245800,13.52,-3.05,1084313.4,45.29,52.15,29.84,8048100,-70.16,34.39
34.39,2.73,-3.94,33.73,33.48,35.14,-0.16,-1.11,29603200,34.3,-3.19,114216.07,41.42,23.07,8.42,12812600,-91.58,3.44,-7.39,12.48,12.73,12.41,13.44,-0.02,-1.01,23758800,12.6,-7.49,408239.94,40,26.3,3.89,10487000,-96.11,34.28
34.28,3.47,-2.77,34.08,33.14,34.77,-0.26,-0.87,40543300,34.15,-2.49,227736.23,43.52,20.49,28.4,10940100,-71.6,3.56,-5.69,12.68,12.69,12.27,13.2,-0.09,-0.43,32233300,12.27,-3.28,544049.24,45.59,18.29,21.13,8474500,-78.87,35.39
35.39,3.4,0.77,35.32,34.52,34.63,-0.21,0,51290900,35,0,618787.4,50,34.23,65.86,10747600,-34.14,3.33,-2.21,13.14,13.17,12.93,13.03,-0.1,-0.12,39603300,12.95,-0.9,811415.17,48.84,23.29,44.85,7370000,-55.15,36.53
36.53,3.68,3.05,36.21,34.94,34.82,-0.06,1.25,63974900,35.32,3.58,938401.22,57.71,61.61,90.56,12684000,-9.44,3.27,-1.16,13.25,13.36,12.77,12.98,-0.1,-0.44,48294800,12.79,-3.21,884175.06,45.47,38.83,50.52,8691500,-49.48,36.2
36.2,3.94,1.33,35.63,35.6,34.99,-0.01,0.33,55017100,35.78,0.93,794918.09,51.98,76.62,73.45,8957800,-26.55,3.21,-2.38,13.08,13.19,12.93,12.93,-0.12,-0.1,39583000,12.97,-0.76,772401.02,48.89,45.7,41.75,8711800,-58.25,35.81
35.81,3.69,1.5,35.78,34.9,35.4,0.04,1.22,63523100,35.55,3.53,830727.8,57.86,80.63,77.88,8506000,-22.12,3.04,-3.77,12.84,12.89,12.68,13,-0.16,-0.78,31921900,12.75,-5.73,631830.38,40.97,40.55,29.38,7661100,-70.62,36.15
36.15,3.69,2.2,36.15,35.46,35.82,0.1,1.7,73165400,35.55,4.93,930438.56,60.6,80.04,88.79,9642300,-11.21,3.01,-1.79,13.09,13.14,12.72,13.08,-0.15,-0.2,38970800,12.72,-1.5,769075.32,47.64,37.8,42.27,7048900,-57.73,36.3
36.3,3.52,-0.36,35.24,35.24,35.8,0.08,-0.05,65828900,35.9,-0.14,745757.65,49.69,76.2,61.95,7336500,-38.05,2.93,-5.54,12.51,12.74,12.4,12.95,-0.19,-1.19,33943200,12.71,-8.69,546309.24,36.51,28.01,12.37,5027600,-87.63,35.58
35.58,4.01,-2.77,34.29,34.02,35.42,-0.02,-1.39,54706000,35.16,-3.9,445906.49,41.97,61.55,33.92,11122900,-66.08,3.41,-8.13,12.04,12.13,11.82,12.71,-0.26,-1.93,27067100,12.08,-13.82,287974.54,29.07,21.47,9.78,6876100,-90.22,35.65
35.65,4.4,1.02,35.65,34.64,35.42,0.01,0.28,62884600,34.9,0.79,770283.74,51.44,56.64,74.04,8178600,-25.96,3.3,-3.3,12.6,12.65,12.26,12.62,-0.27,-1.06,32924100,12.27,-7.76,560393.15,39.09,18.94,34.67,5857000,-65.33,36.66
36.66,4.18,3.58,36.6,35.64,35.59,0.12,0.66,71607700,35.96,1.84,1002736.61,53.27,68.75,98.3,8723100,-1.7,3.25,-0.47,12.9,12.96,12.68,12.63,-0.24,-0.96,37027200,12.71,-6.93,658086.01,40.32,30.81,48,4103100,-52,36.66
36.66,4.18,3.58,36.6,35.64,35.59,0.12,0.66,71607700,35.96,1.84,1002736.61,53.27,68.75,98.3,8723100,-1.7,3.46,2.06,13.17,13.22,12.85,12.64,-0.2,-0.81,41342500,12.96,-5.79,748406.24,42.07,50.4,68.53,4315300,-31.47,37.5
37.5,4.56,4.5,37,36.76,35.76,0.23,1,80888500,37.27,2.78,1104166.12,54.8,86.96,88.53,9280800,-11.47,3.65,1.62,13.08,13.2,12.94,12.76,-0.17,-0.45,35194200,13.19,-3.33,706390.52,45.26,63.55,74.12,6148300,-25.88,37.36
37.36,4.78,3.92,36.92,36.61,36.09,0.3,1.67,75286900,36.92,4.74,1092054.55,58.56,91.17,86.7,5601600,-13.3,3.63,0.47,12.9,13.06,12.78,12.93,-0.16,-0.44,31680600,12.94,-3.3,658038.23,45.36,70.93,70.13,3513600,-29.87,37.2
37.2,4.91,3.71,37.01,36.52,36.64,0.37,2.24,78921500,36.98,6.44,1100914.63,61.97,88,88.76,3634600,-11.24,3.49,0.09,12.88,12.93,12.68,12.99,-0.15,0.4,28164100,12.77,3.21,652586.29,55.13,71.03,68.83,3516500,-31.17,37.48
37.48,5.25,3.96,37.37,36.54,36.98,0.44,3.64,84603100,36.55,10.79,1156180.13,70.97,90.83,97.02,5681600,-2.98,3.52,0.7,12.98,13.06,12.78,13,-0.14,0.3,33243900,12.96,2.37,692025.73,53.95,71.43,75.32,5079800,-24.68,37.83
37.83,5.83,4.33,37.78,37.03,37.22,0.53,3.7,92829300,37.5,10.86,1246432.79,71.17,94.82,98.69,8226200,-1.31,3.96,3.52,13.36,13.38,12.8,13.04,-0.09,0.22,39140800,12.97,1.67,864662.25,52.96,80.96,98.72,5896900,-1.28,37.99
37.99,6.49,4.36,37.99,37.12,37.41,0.61,2.67,102429000,37.32,7.56,1299792.69,67.32,98.57,100,9599700,0,4.36,2.38,13.21,13.24,12.88,13.07,-0.07,-0.04,31415000,13.02,-0.3,777920.48,49.47,87.72,89.1,7725800,-10.9,38.1
38.1,7.19,4.2,38.07,37.55,37.64,0.67,1.86,108382500,38,5.14,1312329.67,63.48,99.32,99.26,5953500,-0.74,4.74,2.02,13.17,13.21,13.02,13.12,-0.05,0.09,25383100,13.06,0.69,759655.83,51.24,91.45,86.54,6031900,-13.46,38.96
38.96,8.5,2.52,37.6,37.57,37.76,0.67,1.97,94156900,38,5.53,1136704.98,64.51,90.58,72.47,14225600,-27.53,5.73,1.91,13.18,13.69,13.14,13.18,-0.04,0.34,36133400,13.34,2.65,767818.55,55,82.79,72.73,10750300,-27.27,38.13
38.13,8.84,0.87,37.09,36.78,37.71,0.63,1.31,82890500,37.51,3.66,983889.45,59.16,77.96,62.15,11266400,-37.85,5.88,-1.38,12.73,13.16,12.69,13.13,-0.06,-0.36,25806200,13.15,-2.75,415220.68,45,69.31,48.66,10327200,-51.34,37.22
37.22,9.09,0.84,37.15,36.72,37.58,0.59,1,92277600,37.06,2.77,999074.83,57.31,65.99,63.36,9387100,-36.64,5.93,-1.57,12.72,12.76,12.64,13,-0.08,0.21,8640500,12.7,1.68,401736.23,53.47,56.51,48.13,17165700,-51.87,36.86
36.86,8.85,-1.47,36.38,36.28,37.26,0.49,1.14,81110400,36.58,3.23,767614.7,58.51,57.76,47.77,11167200,-52.23,5.83,-5.68,12.2,12.32,12.14,12.8,-0.14,0.16,-11935900,12.31,1.33,-439437.35,52.6,33.55,3.87,20576400,-96.13,36.74
36.74,8.22,-2.01,36.32,35.89,36.91,0.4,2.03,73286100,36.45,5.92,754710.41,67.47,50.01,38.89,7824300,-61.11,6.04,-6.77,12.02,12.2,11.93,12.57,-0.19,-0.58,-22949700,12.19,-4.6,-601936.04,39.26,19.04,5.11,11013800,-94.89,36.4
36.4,7.99,-3.24,35.88,35.53,36.56,0.29,0.23,64096900,36.22,0.65,643387.5,52.35,32.29,10.2,9189200,-89.8,6.7,-9.01,11.65,11.87,11.6,12.26,-0.27,-1.25,-44221800,11.77,-9.69,-1256734.46,27.44,3.79,2.39,21272100,-97.61,35.62
35.62,8.66,-5.7,34.85,34.52,36.12,0.12,-1.75,55257700,35.5,-4.78,389642.35,32.39,18.84,7.43,8839200,-92.57,8.01,-12.74,11.04,11.53,11.04,11.93,-0.37,-2.13,-56570500,11.45,-16.17,-1903318.75,15.76,2.5,0,12348700,-100,34.95
34.95,9.9,-8.26,33.69,33.69,35.42,-0.1,-3.31,42111500,34.34,-8.95,-47935.61,21.12,5.88,0,13146200,-100,9.51,-13.6,10.79,11.17,10.78,11.54,-0.46,-2.29,-78402600,11.17,-17.51,-2397705.08,14.98,0.91,0.34,21832100,-99.66,34.75
34.75,11.06,-5.09,34.7,33.86,35.09,-0.2,-2.22,50183600,33.92,-6.01,194059.67,33.33,8.87,19.17,8072100,-80.83,10.94,-10.95,11,11.13,10.75,11.3,-0.52,-1.9,-68342500,10.82,-14.73,-2201910.73,21.21,2.95,8.5,10060100,-91.5,35.26
35.26,11.51,-6.25,34.08,34.05,34.64,-0.32,-2.93,38302000,35.2,-7.92,-18234.05,29.62,8.86,7.4,11881600,-92.6,11.95,-11.65,10.78,11.28,10.75,11.05,-0.57,-2.1,-80644500,11.23,-16.3,-2447950.73,20,3.29,1.02,12302000,-98.98,33.88
33.88,12.6,-6.73,33.66,33.17,34.2,-0.45,-3.71,26804600,33.39,-9.93,-159927.36,24.41,11.68,8.46,11497400,-91.54,13.61,-13.7,10.37,10.48,10.12,10.8,-0.64,-2.61,-92637700,10.4,-20.11,-2904092.84,15.75,5.51,7,11993200,-93,34.24
34.24,13.17,-4.66,34.16,33.6,34.06,-0.5,-3.62,35749000,34,-9.58,-27063.42,25.34,10.99,17.1,8944400,-82.9,14.94,-10.87,10.53,10.58,10.34,10.69,-0.67,-2.83,-81896600,10.49,-21.18,-2738367.1,10.58,6.5,11.48,10741100,-88.52,35.51
35.51,12.39,-0.43,35.5,33.83,34.42,-0.43,-2.49,48274000,34.16,-6.55,464256.84,35.3,21.93,40.24,12525000,-59.76,15.42,-6.43,10.9,10.93,10.3,10.72,-0.66,-2.31,-69929900,10.39,-17.49,-2317884.76,19.69,13.45,21.85,11966700,-78.15,36.9
36.9,12.47,3.74,36.9,34.82,34.86,-0.26,-1.17,58744300,35.49,-3.07,877170.08,44.02,40.59,64.42,10470300,-35.58,14.92,-0.9,11.42,11.44,10.69,10.8,-0.6,-1.75,-56317000,10.84,-13.29,-1668462.01,29.6,23.25,36.41,13612900,-63.59,36.69
36.69,12.54,2.27,36.28,35.83,35.3,-0.17,-1.32,51905100,36.63,-3.51,762256.69,43.36,55.79,62.7,6839200,-37.3,14.45,-3.73,10.94,11.23,10.82,10.83,-0.59,-2.24,-65424400,11.17,-17,-2051259.91,26.47,28.41,26.97,9107400,-73.03,37.25
37.25,13.03,3.9,36.84,36.46,35.94,-0.06,-0.25,63965100,36.58,-0.67,948408.84,48.75,72.36,89.95,12060000,-10.05,13.42,1.33,11.42,11.56,11.26,11.04,-0.53,-1.31,-54679600,11.29,-10.29,-1579824.44,36.33,37.54,49.24,10744800,-50.76,37.25
37.25,13.48,3.73,36.75,36.47,36.45,0.03,-0.4,58599700,36.7,-1.08,935301.18,48,80.13,87.75,5365400,-12.25,12.68,3.75,11.61,11.69,11.43,11.26,-0.47,-1.11,-46598400,11.44,-8.73,-1445373.65,38.83,47.98,67.73,8081200,-32.27,37.17
37.17,13.34,2.74,36.4,35.97,36.63,0.07,0.02,52684500,36.8,0.05,878965.94,50.1,85.62,79.17,5915200,-20.83,12.25,3.89,11.58,11.84,11.39,11.39,-0.41,-0.62,-54570400,11.84,-5.08,-1465973.14,43.08,62.39,70.19,7972000,-29.81,30.81
30.81,15.18,-13.29,30.35,30.01,35.32,-0.39,-5.97,39987700,30.58,-16.44,-1231353.84,30.85,57.21,4.72,12696800,-95.28,11.82,2.52,11.38,11.72,11.37,11.39,-0.38,-0.64,-66388100,11.65,-5.32,-1670078.49,42.89,69.97,72,11817700,-28,30.23
30.23,17.12,-14.84,29.42,29.32,33.95,-0.81,-6.46,29223000,30.09,-18.01,-1562381.66,29.91,28.35,1.16,10764700,-98.84,11.27,-0.07,11.05,11.33,11,11.41,-0.38,-0.6,-77527000,11.29,-5.15,-1993087.01,43.27,65.42,54.07,11138900,-45.93,29.43
29.43,19.27,-16.12,28.6,28.2,32.3,-1.2,-6.25,19615200,29.43,-17.93,-1829124.37,30.31,3.43,4.42,9607800,-95.58,13.39,-18.73,8.86,9.07,8.77,10.9,-0.55,-2.18,-89399700,9,-19.75,-4346137.96,31.95,43,2.93,11872700,-97.07,29.21
29.21,21.27,-13.54,29.2,28.45,30.79,-1.45,-4.49,29103400,28.75,-13.33,-1630071.22,35.34,5.54,11.05,9488200,-88.95,15.36,-16.21,9.03,9.04,8.77,10.38,-0.66,-1.76,-78849400,8.8,-16.31,-4143705.57,35.23,21.82,8.47,10550300,-91.53,29.78
29.78,22.62,-11.21,29.67,28.74,29.45,-1.58,-5.03,39909300,28.83,-14.5,-1456140.64,32.97,10.57,16.24,10805900,-83.76,16.7,-12.89,9.28,9.3,8.98,9.92,-0.72,-1.72,-65759200,9.05,-15.64,-3781296.93,35.67,9.34,16.61,13090200,-83.39,31.02
31.02,22.86,-7.71,30.61,29.88,29.5,-1.6,-3.47,48816400,30.06,-10.18,-1173947.38,38.5,17.97,26.63,8907100,-73.37,17.01,-9.26,9.59,9.82,9.52,9.56,-0.73,-1.19,-55856400,9.52,-11.04,-3450492.19,40.23,17.26,26.71,9902800,-73.29,31.32
31.32,22.86,-6.11,30.96,30.72,29.81,-1.56,-2.7,56535200,30.84,-8.02,-1085689.3,41.01,24.46,30.5,7718800,-69.5,17.04,-6.29,9.87,9.98,9.73,9.33,-0.72,-0.5,-48103500,9.77,-4.82,-3224130.15,45.81,26.38,35.83,7752900,-64.17,31.48
31.48,22.72,-4.97,31.13,30.96,30.31,-1.5,-3.03,62155700,31.2,-8.87,-1054827.38,39.69,29.83,32.38,5620500,-67.62,16.78,-4.98,9.97,10.15,9.95,9.55,-0.68,-0.56,-40484200,10.11,-5.32,-3146933.59,45.25,33.88,39.09,7619300,-60.91,31.4
31.4,22.62,-3.74,31.24,30.91,30.72,-1.43,-4.26,67591300,31.15,-12,-1035620.31,34.18,32.15,33.59,5435600,-66.41,16.61,-4.74,9.93,10.03,9.89,9.73,-0.65,-0.97,-46949800,9.97,-8.9,-3172873.81,41.29,37.57,37.79,6465600,-62.21,31.67
31.67,22.29,-2.32,31.31,31.19,31.05,-1.35,-5.59,76276900,31.42,-15.15,-1016158.34,26.96,33.44,34.36,8685600,-65.64,15.93,-1.41,10.19,10.33,10.14,9.91,-0.6,-1.23,-39577200,10.18,-10.77,-2979834.94,38.42,41.04,46.25,7372600,-53.75,30.97
30.97,22.54,-2.87,30.75,30.25,31.08,-1.32,-5.53,66215100,30.75,-15.24,-1196120.27,27.09,32.04,28.18,10061800,-71.82,15.64,-2.89,9.97,10.16,9.91,9.99,-0.57,-0.97,-48896300,10.11,-8.87,-3181032.39,40.4,41.04,39.09,9319100,-60.91,31.15
31.15,22.59,-0.54,31.08,30.31,31.1,-1.25,-5.76,73001900,30.51,-15.64,-1123286.32,25.68,31.45,31.82,6786800,-68.18,15.36,-0.62,10.11,10.11,9.91,10.03,-0.53,-1.31,-40219700,9.95,-11.47,-3059194.48,36.09,43,43.65,8676600,-56.35,31.45
31.45,22.35,0.56,31.01,30.79,31.08,-1.19,-5.74,65020200,30.85,-15.62,-1141263.12,25.72,30.44,31.33,7981700,-68.67,14.99,-1.68,9.88,10.17,9.86,10.02,-0.51,-1.73,-46451200,10.06,-14.9,-3200959.56,31.79,39.63,36.16,6231500,-63.84,31.34
31.34,22.24,2.62,31.27,30.62,31.08,-1.11,-5.13,73475200,31.34,-14.09,-1070373.08,28.13,50.54,88.47,8455000,-11.53,14.6,1.95,10.14,10.19,9.9,10.06,-0.47,-1.44,-36091800,10.02,-12.44,-2928343.77,35.54,42.08,46.44,10359400,-53.56,31.69
31.69,21.78,3.67,31.69,31.1,31.16,-1,1.34,83096100,31.39,4.42,-941150.89,60.98,73.27,100,9620900,0,13.83,4.93,10.36,10.38,10.09,10.09,-0.42,-1.02,-25377200,10.18,-8.96,-2695877.1,39.8,48.24,62.11,10714600,-37.89,31.67
31.67,21.35,2.89,31.61,31.26,31.33,-0.91,2.19,75686900,31.67,7.46,-959855.09,70.9,95.39,97.71,7409200,-2.29,12.94,6.11,10.43,10.46,10.28,10.18,-0.36,-0.62,-14580400,10.34,-5.61,-2622925.75,43.46,68.92,98.22,10796800,-1.78,31.41
31.41,21.36,-0.26,30.8,30.74,31.28,-0.89,2.2,69176500,31.26,7.69,-1126682.8,70.99,90.08,72.53,6510400,-27.47,12.62,1.93,10.11,10.26,10.03,10.18,-0.34,1.25,-25454200,10.22,14.11,-2956541.86,71.78,79.87,79.29,10873800,-20.71,31.1
31.1,21.65,-1.26,30.59,30.35,31.19,-0.89,1.39,63784700,30.9,4.76,-1163445.07,64.33,77.65,62.71,5391800,-37.29,12.49,0.4,10.03,10.18,9.95,10.21,-0.33,1,-30527300,10.16,11.07,-2996685.09,67.99,82.82,70.95,5073100,-29.05,31.1
31.1,21.65,-1.26,30.59,30.35,31.19,-0.89,1.39,63784700,30.9,4.76,-1163445.07,64.33,77.65,62.71,5391800,-37.29,12.28,0.51,10.1,10.21,10.02,10.21,-0.31,0.82,-25190900,10.06,8.84,-2959442.01,65.77,70.65,61.7,5336400,-38.3,31.3
31.3,21.68,-0.24,31,30.37,31.14,-0.84,1.33,70925400,30.58,4.48,-1067737.75,63.88,65.71,61.88,7140700,-38.12,11.66,1.9,10.29,10.38,9.99,10.19,-0.27,0.7,-18107800,10.01,7.3,-2826195.58,64.11,69.79,76.71,7083100,-23.29,31.99
31.99,20.89,1.7,31.68,30.53,31.14,-0.74,1.07,79916000,30.83,3.5,-870524.59,61.81,68.92,82.18,8990600,-17.82,11.33,4.79,10.64,10.7,10.12,10.23,-0.21,0.77,-7280900,10.12,7.8,-2457933.67,65.1,77.09,92.86,10826900,-7.14,32.75
32.75,19.43,3.78,32.44,31.68,31.3,-0.59,1.48,91576600,31.95,4.78,-590787.97,64.98,77.22,87.6,11660600,-12.4,11.68,7.65,11.01,11.02,10.64,10.41,-0.14,1.04,8019600,10.64,10.43,-1925867.41,68.44,89.57,99.14,15300500,-0.86,32.75
32.75,18.06,2.06,31.96,31.8,31.53,-0.5,0.83,80790900,32.17,2.67,-750379.09,57.9,79.39,68.4,10785700,-31.6,12.19,5.5,10.86,11.12,10.86,10.58,-0.09,0.93,1166200,11.04,9.37,-2019237.99,65.87,90.45,79.37,6853400,-20.63,32.55
32.55,16.79,3.33,32.45,31.76,31.91,-0.39,1.21,88971800,32.03,3.87,-624952.28,60.75,81.33,88,8180900,-12,12.67,6.35,11.01,11.11,10.92,10.76,-0.03,0.82,8480100,11.07,8.05,-1918217.27,64.54,89.92,91.27,7313900,-8.73,32.53
32.53,15.87,0.8,31.68,31.53,32.04,-0.36,0.37,76316500,32.31,1.18,-925247.53,52.92,71.2,57.2,12655300,-42.8,12.32,3.1,10.73,10.9,10.64,10.85,-0.02,0.76,-3461500,10.81,7.62,-2221909.18,63.19,79.89,69.05,11941600,-30.95,32.19
32.19,15.09,2,32.16,31.46,32.14,-0.29,1.41,85058400,31.53,4.59,-792794.5,61.28,73.67,75.82,8741900,-24.18,11.51,2.31,10.69,10.76,10.46,10.86,-0,0.58,-17743200,10.76,5.74,-2275149.45,60.43,75.4,65.87,14281700,-34.13,32.19
32.19,15.09,2,32.16,31.46,32.14,-0.29,1.41,85058400,31.53,4.59,-792794.5,61.28,73.67,75.82,8741900,-24.18,10.86,2.28,10.75,10.8,10.55,10.81,0.01,0.87,-11151200,10.67,8.81,-2238150.38,66.67,68.2,69.67,6592000,-30.33,32.81
